52,0,2.0277,-3.6852,3.357,0
52,1,1.9758,0.2492,3.493,0
52,2,-0.6575,-3.5003,3.458,0
52,3,-0.6887,0.0167,3.64,0
107,0,2.0274,-3.6875,3.357,0
107,1,1.9709,0.25,3.528,0
107,2,-0.6577,-3.4994,3.458,0
107,3,-0.6897,0.0224,3.759,0
156,0,2.0287,-3.6832,3.39,0
156,1,1.9721,0.2484,3.458,0
156,2,-0.6579,-3.4985,3.458,0
156,3,-0.6802,0.0176,3.565,0
189,0,2.0284,-3.6774,3.357,0
189,1,1.9661,0.2481,3.493,0
189,2,-0.6535,-3.4992,3.493,0
189,3,-0.6825,0.0227,3.759,0
240,0,2.0267,-3.6705,3.324,0
240,1,1.961,0.2479,3.493,0
240,2,-0.648,-3.5064,3.458,0
240,3,-0.6845,0.0268,3.759,0
290,0,2.0268,-3.6754,3.357,0
290,1,1.9569,0.2477,3.493,0
290,2,-0.6452,-3.5147,3.493,0
290,3,-0.684,0.0299,3.718,0
340,0,2.027,-3.6798,3.357,0
340,1,1.952,0.2464,3.458,0
340,2,-0.6432,-3.5215,3.493,0
340,3,-0.6817,0.0322,3.679,0
373,0,2.0341,-3.673,3.324,0
373,1,1.9482,0.2454,3.458,0
389,2,-0.6379,-3.5228,3.423,0
389,3,-0.6817,0.0339,3.718,0
423,0,2.0332,-3.6695,3.357,0
423,1,1.9453,0.2359,3.458,0
423,2,-0.6356,-3.5256,3.458,0
423,3,-0.6798,0.035,3.679,0
473,0,2.0323,-3.6667,3.357,0
473,1,1.9448,0.2291,3.493,0
473,2,-0.6426,-3.5276,3.458,0
473,3,-0.6803,0.0357,3.718,0
523,0,2.0399,-3.6646,3.357,0
523,1,1.9431,0.2226,3.458,0
523,2,-0.6419,-3.5311,3.493,0
523,3,-0.6808,0.0361,3.718,0
573,0,2.0379,-3.6631,3.357,0
573,1,1.949,0.2079,3.423,0
573,2,-0.6452,-3.5381,3.565,0
573,3,-0.6813,0.0361,3.718,0
607,0,2.0443,-3.6704,3.357,0
607,1,1.9558,0.2056,3.458,0
607,2,-0.646,-3.5501,3.528,0
623,3,-0.6797,0.0359,3.679,0
656,0,2.0398,-3.6745,3.324,0
656,1,1.9599,0.2033,3.423,0
656,2,-0.6576,-3.5532,3.565,0
656,3,-0.6764,0.0355,3.64,0
706,0,2.0456,-3.6718,3.357,0
706,1,1.965,0.203,3.458,0
706,2,-0.6633,-3.5509,3.493,0
706,3,-0.6736,0.035,3.64,0
756,0,2.042,-3.6695,3.357,0
756,1,1.9658,0.1927,3.39,0
756,2,-0.6759,-3.5663,3.64,0
756,3,-0.6694,0.0344,3.602,0
806,0,2.0471,-3.6676,3.357,0
806,1,1.9696,0.1952,3.458,0
806,2,-0.693,-3.5764,3.602,0
806,3,-0.6907,0.0249,3.718,0
856,0,2.0514,-3.666,3.357,0
856,1,1.9693,0.1872,3.39,0
856,2,-0.702,-3.5889,3.679,0
856,3,-0.7042,0.0259,3.64,0
890,0,2.0463,-3.6648,3.357,0
890,1,1.9603,0.1895,3.39,0
890,2,-0.7087,-3.5987,3.679,0
890,3,-0.7088,0.0179,3.528,0
940,0,2.0419,-3.6555,3.357,0
940,1,1.9442,0.1919,3.39,0
940,2,-0.7135,-3.606,3.679,0
940,3,-0.7014,0.0113,3.493,0
1009,0,2.0381,-3.6563,3.357,0
1009,1,1.9308,0.1943,3.39,0
1009,2,-0.7104,-3.5951,3.565,0
1009,3,-0.6928,0.006,3.458,0
1041,0,2.0433,-3.6571,3.357,0
1041,1,1.9284,0.1966,3.39,0
1041,2,-0.7091,-3.5873,3.602,0
1041,3,-0.694,0.002,3.458,0
1074,0,2.0379,-3.656,3.324,0
1074,1,1.9354,0.1987,3.39,0
1090,2,-0.7074,-3.5803,3.602,0
1090,3,-0.7036,-0.0009,3.458,0
1123,0,2.0333,-3.6551,3.324,0
1123,1,1.9235,0.1995,3.357,0
1123,2,-0.7083,-3.5763,3.493,0
1123,3,-0.7137,-0.003,3.493,0
1157,0,2.0311,-3.6568,3.357,0
1157,1,1.9138,0.2003,3.357,0
1157,2,-0.7039,-3.5685,3.565,0
1157,3,-0.7172,0.0044,3.565,0
1207,0,2.0294,-3.6499,3.357,0
1207,1,1.9062,0.2009,3.357,0
1207,2,-0.699,-3.5805,3.718,0
1207,3,-0.7223,0.0022,3.458,0
1257,0,2.0267,-3.6587,3.324,0
1257,1,1.9088,0.2098,3.357,0
1257,2,-0.6928,-3.5881,3.679,0
1257,3,-0.722,0.0005,3.39,0
1307,0,2.0232,-3.6561,3.293,0
1307,1,1.92,0.2173,3.357,0
1307,2,-0.692,-3.5902,3.679,0
1307,3,-0.7254,-0.0006,3.458,0
1341,0,2.0234,-3.658,3.357,0
1341,1,1.9382,0.2233,3.357,0
1357,2,-0.6913,-3.5923,3.679,0
1357,3,-0.7365,-0.0015,3.602,0
1390,0,2.0237,-3.6596,3.357,0
1390,1,1.9368,0.228,3.357,0
1390,2,-0.6928,-3.5859,3.8,0
1390,3,-0.7432,-0.002,3.565,0
1424,0,2.0214,-3.6486,3.293,0
1424,1,1.9355,0.2315,3.357,0
1424,2,-0.7036,-3.5899,3.8,0
1424,3,-0.7482,0.0065,3.565,0
1474,0,2.0224,-3.6518,3.357,0
1474,1,1.9342,0.2341,3.357,0
1474,2,-0.7127,-3.5837,3.8,0
1474,3,-0.7519,0.0138,3.565,0
1524,0,2.0235,-3.6546,3.357,0
1524,1,1.9315,0.2264,3.324,0
1524,2,-0.7201,-3.5878,3.8,0
1524,3,-0.7543,0.011,3.423,0
1574,0,2.023,-3.655,3.324,0
1574,1,1.9391,0.229,3.357,0
1574,2,-0.7164,-3.5912,3.8,0
1574,3,-0.758,0.0171,3.458,0
1607,0,2.0242,-3.6574,3.357,0
1607,1,1.937,0.2227,3.357,0
1624,2,-0.713,-3.5845,3.8,0
1624,3,-0.7693,0.0221,3.458,0
1657,0,2.0253,-3.6595,3.357,0
1657,1,1.9352,0.2255,3.357,0
1657,2,-0.7105,-3.5787,3.64,0
1657,3,-0.7758,0.0259,3.423,0
1707,0,2.0853,-3.7305,4.425,0
1707,1,1.9336,0.2279,3.357,0
1707,2,-0.7083,-3.5739,3.64,0
1707,3,-0.7833,0.0293,3.602,0
1757,0,2.0763,-3.7204,3.357,0
1757,1,1.9322,0.2381,3.357,0
1757,2,-0.7106,-3.5746,3.718,0
1757,3,-0.7889,0.0318,3.602,0
1790,0,2.0676,-3.7104,3.357,0
1807,2,-0.7054,-3.5779,3.759,0
1807,3,-0.7925,0.0246,3.458,0
1841,0,2.0566,-3.6969,3.293,0
